"Date","Video Views","Profile Views","Likes","Comments","Shares"
"13 de marzo","0","0","0","0","0"
"14 de marzo","0","0","0","0","0"
"15 de marzo","0","0","0","0","0"
"16 de marzo","0","0","0","0","0"
"17 de marzo","0","0","0","0","0"
"18 de marzo","0","0","0","0","0"
"19 de marzo","0","0","0","0","0"
"20 de marzo","0","0","0","0","0"
"21 de marzo","0","0","0","0","0"
"22 de marzo","0","0","0","0","0"
"23 de marzo","0","0","0","0","0"
"24 de marzo","0","0","0","0","0"
"25 de marzo","0","0","0","0","0"
"26 de marzo","0","0","0","0","0"
"27 de marzo","0","0","0","0","0"
"28 de marzo","0","0","0","0","0"
"29 de marzo","0","0","0","0","0"
"30 de marzo","0","0","0","0","0"
"31 de marzo","0","0","0","0","0"
"1 de abril","0","0","0","0","0"
"2 de abril","0","0","0","0","0"
"3 de abril","0","0","0","0","0"
"4 de abril","0","0","0","0","0"
"5 de abril","0","0","0","0","0"
"6 de abril","0","0","0","0","0"
"7 de abril","0","0","0","0","0"
"8 de abril","0","0","0","0","0"
"9 de abril","0","0","0","0","0"
"10 de abril","0","0","0","0","0"
"11 de abril","0","0","0","0","0"
"12 de abril","0","0","0","0","0"
"13 de abril","0","0","0","0","0"
"14 de abril","0","0","0","0","0"
"15 de abril","0","0","0","0","0"
"16 de abril","0","0","0","0","0"
"17 de abril","0","0","0","0","0"
"18 de abril","0","0","0","0","0"
"19 de abril","0","0","0","0","0"
"20 de abril","0","0","0","0","0"
"21 de abril","0","0","0","0","0"
"22 de abril","0","0","0","0","0"
"23 de abril","0","0","0","0","0"
"24 de abril","0","0","0","0","0"
"25 de abril","0","0","0","0","0"
"26 de abril","0","0","0","0","0"
"27 de abril","0","0","0","0","0"
"28 de abril","0","0","0","0","0"
"29 de abril","0","0","0","0","0"
"30 de abril","0","0","0","0","0"
"1 de mayo","0","0","0","0","0"
"2 de mayo","0","0","0","0","0"
"3 de mayo","0","0","0","0","0"
"4 de mayo","0","0","0","0","0"
"5 de mayo","0","0","0","0","0"
"6 de mayo","0","0","0","0","0"
"7 de mayo","0","0","0","0","0"
"8 de mayo","0","0","0","0","0"
"9 de mayo","0","0","0","0","0"
"10 de mayo","0","0","0","0","0"
"11 de mayo","0","0","0","0","0"
"12 de mayo","0","0","0","0","0"
"13 de mayo","0","0","0","0","0"
"14 de mayo","0","0","0","0","0"
"15 de mayo","0","0","0","0","0"
"16 de mayo","0","0","0","0","0"
"17 de mayo","0","0","0","0","0"
"18 de mayo","0","0","0","0","0"
"19 de mayo","0","0","0","0","0"
"20 de mayo","0","0","0","0","0"
"21 de mayo","0","0","0","0","0"
"22 de mayo","0","0","0","0","0"
"23 de mayo","0","0","0","0","0"
"24 de mayo","0","0","0","0","0"
"25 de mayo","0","0","0","0","0"
"26 de mayo","0","0","0","0","0"
"27 de mayo","0","0","0","0","0"
"28 de mayo","0","0","0","0","0"
"29 de mayo","0","0","0","0","0"
"30 de mayo","0","0","0","0","0"
"31 de mayo","0","0","0","0","0"
"1 de junio","0","0","0","0","0"
"2 de junio","0","0","0","0","0"
"3 de junio","0","0","0","0","0"
"4 de junio","0","0","0","0","0"
"5 de junio","0","0","0","0","0"
"6 de junio","0","0","0","0","0"
"7 de junio","0","0","0","0","0"
"8 de junio","0","0","0","0","0"
"9 de junio","0","0","0","0","0"
"10 de junio","0","0","0","0","0"
"11 de junio","0","0","0","0","0"
"12 de junio","0","0","0","0","0"
"13 de junio","0","0","0","0","0"
"14 de junio","0","0","0","0","0"
"15 de junio","0","0","0","0","0"
"16 de junio","0","0","0","0","0"
"17 de junio","0","0","0","0","0"
"18 de junio","0","0","0","0","0"
"19 de junio","0","0","0","0","0"
"20 de junio","0","0","0","0","0"
"21 de junio","0","0","0","0","0"
"22 de junio","0","0","0","0","0"
"23 de junio","0","0","0","0","0"
"24 de junio","0","0","0","0","0"
"25 de junio","0","0","0","0","0"
"26 de junio","0","0","0","0","0"
"27 de junio","0","0","0","0","0"
"28 de junio","0","0","0","0","0"
"29 de junio","0","0","0","0","0"
"30 de junio","0","0","0","0","0"
"1 de julio","0","0","0","0","0"
"2 de julio","0","0","0","0","0"
"3 de julio","0","0","0","0","0"
"4 de julio","0","0","0","0","0"
"5 de julio","0","0","0","0","0"
"6 de julio","0","0","0","0","0"
"7 de julio","0","0","0","0","0"
"8 de julio","0","0","0","0","0"
"9 de julio","0","0","0","0","0"
"10 de julio","0","0","0","0","0"
"11 de julio","0","0","0","0","0"
"12 de julio","0","0","0","0","0"
"13 de julio","0","0","0","0","0"
"14 de julio","0","0","0","0","0"
"15 de julio","0","0","0","0","0"
"16 de julio","0","0","0","0","0"
"17 de julio","0","0","0","0","0"
"18 de julio","0","0","0","0","0"
"19 de julio","0","0","0","0","0"
"20 de julio","0","0","0","0","0"
"21 de julio","0","0","0","0","0"
"22 de julio","0","0","0","0","0"
"23 de julio","0","0","0","0","0"
"24 de julio","0","0","0","0","0"
"25 de julio","0","0","0","0","0"
"26 de julio","0","1","0","0","0"
"27 de julio","371","4","0","1","0"
"28 de julio","1237","1","68","2","0"
"29 de julio","2307","0","63","1","4"
"30 de julio","899","2","18","0","1"
"31 de julio","317","4","6","3","0"
"1 de agosto","5793","2","159","0","0"
"2 de agosto","2254","3","261","0","1"
"3 de agosto","3266","6","30","3","0"
"4 de agosto","5394","2","45","1","0"
"5 de agosto","5057","14","59","3","1"
"6 de agosto","2038","4","11","2","0"
"7 de agosto","3324","12","60","0","2"
"8 de agosto","48","1","0","0","0"
"9 de agosto","21","1","1","0","0"
"10 de agosto","2108","3","39","1","0"
"11 de agosto","4784","5","28","1","0"
"12 de agosto","4960","12","83","1","0"
"13 de agosto","25","1","0","0","0"
"14 de agosto","71935","73","462","10","1"
"15 de agosto","70148","43","159","0","2"
"16 de agosto","189","0","1","0","0"
"17 de agosto","3359","2","287","2","0"
"18 de agosto","6971","12","630","6","0"
"19 de agosto","199","0","0","2","0"
"20 de agosto","21","1","2","0","0"
"21 de agosto","15","0","0","0","0"
"22 de agosto","11","0","0","0","0"
"23 de agosto","17","0","1","0","1"
"24 de agosto","10","2","0","0","0"
"25 de agosto","8","0","0","0","0"
"26 de agosto","17","1","1","1","0"
"27 de agosto","19","0","0","0","0"
"28 de agosto","13","0","0","0","0"
"29 de agosto","10","0","0","0","0"
"30 de agosto","3","0","0","0","0"
"31 de agosto","6","0","0","0","0"
"1 de septiembre","13","0","1","0","0"
"2 de septiembre","17","0","0","0","0"
"3 de septiembre","19","0","0","0","0"
"4 de septiembre","29","0","0","0","0"
"5 de septiembre","24","0","0","0","0"
"6 de septiembre","11","0","0","0","0"
"7 de septiembre","3","0","0","0","0"
"8 de septiembre","11","0","0","0","0"
"9 de septiembre","4","0","0","0","0"
"10 de septiembre","6","0","0","0","0"
"11 de septiembre","2","0","0","0","0"
"12 de septiembre","1","0","0","0","0"
"13 de septiembre","7","0","0","0","0"
"14 de septiembre","9","0","0","0","0"
"15 de septiembre","3","0","0","0","0"
"16 de septiembre","4","0","0","0","0"
"17 de septiembre","13","0","0","0","0"
"18 de septiembre","6","0","0","0","0"
"19 de septiembre","10","0","0","0","0"
"20 de septiembre","9","0","0","0","0"
"21 de septiembre","8","0","0","0","0"
"22 de septiembre","5","0","0","0","0"
"23 de septiembre","3","0","0","0","0"
"24 de septiembre","2","0","0","0","0"
"25 de septiembre","4","0","0","0","0"
"26 de septiembre","5","0","0","0","0"
"27 de septiembre","3","0","0","0","0"
"28 de septiembre","1","0","0","0","0"
"29 de septiembre","4","0","0","0","0"
"30 de septiembre","2","0","0","0","0"
"1 de octubre","0","0","0","0","0"
"2 de octubre","10","0","0","0","0"
"3 de octubre","4","0","0","0","0"
"4 de octubre","2","0","0","0","0"
"5 de octubre","1","0","0","0","0"
"6 de octubre","7","0","0","0","0"
"7 de octubre","3","0","0","0","0"
"8 de octubre","3","0","0","0","0"
"9 de octubre","1","0","0","0","0"
"10 de octubre","1","0","0","0","0"
"11 de octubre","4","0","0","0","0"
"12 de octubre","5","0","0","0","0"
"13 de octubre","7","0","0","0","0"
"14 de octubre","8","0","0","0","0"
"15 de octubre","1","0","0","0","0"
"16 de octubre","3","0","0","0","0"
"17 de octubre","5","0","0","0","0"
"18 de octubre","3","0","0","0","0"
"19 de octubre","0","0","0","0","0"
"20 de octubre","5","0","0","0","0"
"21 de octubre","3033","28","910","2","1"
"22 de octubre","6539","40","1731","3","5"
"23 de octubre","2082","10","506","1","3"
"24 de octubre","81","0","22","0","0"
"25 de octubre","34","0","6","0","0"
"26 de octubre","24","1","8","0","0"
"27 de octubre","682","1","75","0","8"
"28 de octubre","449","3","70","0","0"
"29 de octubre","11","0","3","0","0"
"30 de octubre","3","0","0","-2","0"
"31 de octubre","4","0","0","0","0"
"1 de noviembre","0","0","0","0","0"
"2 de noviembre","3","0","0","0","0"
"3 de noviembre","4","1","0","0","0"
"4 de noviembre","2","1","0","0","0"
"5 de noviembre","2","0","0","0","0"
"6 de noviembre","2","0","0","0","0"
"7 de noviembre","2","0","0","0","0"
"8 de noviembre","394","5","1","0","0"
"9 de noviembre","2654","12","5","0","0"
"10 de noviembre","2494","6","2","0","2"
"11 de noviembre","3975","14","22","4","1"
"12 de noviembre","64082","114","257","3","22"
"13 de noviembre","37803","100","164","6","24"
"14 de noviembre","29961","75","120","16","17"
"15 de noviembre","23366","62","131","0","12"
"16 de noviembre","28862","58","138","8","11"
"17 de noviembre","42768","93","200","2","27"
"18 de noviembre","21366","46","104","6","8"
"19 de noviembre","22616","53","133","8","17"
"20 de noviembre","10529","20","47","4","6"
"21 de noviembre","3977","19","18","8","4"
"22 de noviembre","6202","9","18","3","2"
"23 de noviembre","4510","13","7","0","0"
"24 de noviembre","5331","9","9","1","5"
"25 de noviembre","9341","22","17","8","6"
"26 de noviembre","16329","27","34","0","18"
"27 de noviembre","11194","23","34","1","5"
"28 de noviembre","12043","16","38","2","2"
"29 de noviembre","7016","14","72","1","8"
"30 de noviembre","5579","17","30","3","3"
"1 de diciembre","9025","7","21","1","5"
"2 de diciembre","5601","24","24","0","11"
"3 de diciembre","14717","20","20","1","6"
"4 de diciembre","4021","8","18","0","0"
"5 de diciembre","4612","8","8","0","6"
"6 de diciembre","11581","18","29","1","8"
"7 de diciembre","9063","21","10","-1","5"
"8 de diciembre","9841","23","20","9","5"
"9 de diciembre","4481","19","10","1","3"
"10 de diciembre","4394","18","101","2","3"
"11 de diciembre","8206","21","8","0","7"
"12 de diciembre","8191","11","22","2","6"
"13 de diciembre","7566","14","19","0","11"
"14 de diciembre","11298","16","19","0","2"
"15 de diciembre","9624","10","30","0","2"
"16 de diciembre","5845","8","12","0","1"
"17 de diciembre","3684","4","8","0","3"
"18 de diciembre","1243","2","3","0","0"
"19 de diciembre","1838","4","6","0","0"
"20 de diciembre","1915","5","8","0","1"
"21 de diciembre","4885","14","19","0","1"
"22 de diciembre","6279","12","7","0","0"
"23 de diciembre","3034","8","9","0","2"
"24 de diciembre","6004","4","9","0","0"
"25 de diciembre","8773","19","18","0","0"
"26 de diciembre","6122","5","15","0","0"
"27 de diciembre","8610","18","24","3","5"
"28 de diciembre","7059","9","23","0","0"
"29 de diciembre","4657","9","15","0","1"
"30 de diciembre","2805","6","5","1","4"
"31 de diciembre","3003","4","7","3","0"
"1 de enero","4456","7","12","1","4"
"2 de enero","3484","7","6","0","1"
"3 de enero","5804","13","17","1","4"
"4 de enero","9632","9","27","0","2"
"5 de enero","8344","18","17","1","2"
"6 de enero","6394","9","23","1","1"
"7 de enero","26503","44","69","1","7"
"8 de enero","31413","58","89","4","9"
"9 de enero","15317","35","78","1","9"
"10 de enero","9208","23","43","3","5"
"11 de enero","28926","74","124","5","18"
"12 de enero","17883","25","67","10","7"
"13 de enero","22565","40","68","5","7"
"14 de enero","38081","61","106","15","19"
"15 de enero","42981","65","129","4","19"
"16 de enero","25439","51","88","1","10"
"17 de enero","23304","47","84","5","6"
"18 de enero","21207","42","58","1","16"
"19 de enero","16699","53","46","10","8"
"20 de enero","16535","34","51","2","3"
"21 de enero","12954","24","37","1","14"
"22 de enero","11509","27","41","2","7"
"23 de enero","19707","24","58","7","8"
"24 de enero","30968","39","94","3","11"
"25 de enero","39437","73","110","6","30"
"26 de enero","31979","61","84","0","15"
"27 de enero","44072","79","103","2","31"
"28 de enero","29601","44","58","6","12"
"29 de enero","67508","105","112","4","27"
"30 de enero","86927","141","152","7","20"
"31 de enero","105501","157","208","4","22"
"1 de febrero","89497","144","204","3","32"
"2 de febrero","116419","191","247","1","34"
"3 de febrero","55034","90","135","4","20"
"4 de febrero","31669","49","59","1","7"
"5 de febrero","23412","38","57","2","10"
"6 de febrero","23417","33","40","0","8"
"7 de febrero","10442","26","29","0","3"
"8 de febrero","16935","33","39","0","11"
"9 de febrero","7329","20","24","1","3"
"10 de febrero","12911","27","42","3","2"
"11 de febrero","16499","26","45","2","6"
"12 de febrero","35716","54","99","2","16"
"13 de febrero","20699","29","58","2","5"
"14 de febrero","13232","20","32","2","2"
"15 de febrero","17240","40","36","3","3"
"16 de febrero","15722","23","36","1","4"
"17 de febrero","14872","22","43","1","6"
"18 de febrero","30942","53","93","12","16"
"19 de febrero","28433","59","68","0","14"
"20 de febrero","24688","39","60","4","15"
"21 de febrero","20120","39","52","5","4"
"22 de febrero","34131","43","64","4","18"
"23 de febrero","29214","50","65","-2","11"
"24 de febrero","26153","41","71","1","9"
"25 de febrero","20697","36","64","5","13"
"26 de febrero","24561","35","53","0","5"
"27 de febrero","27618","51","62","7","5"
"28 de febrero","16426","16","56","4","3"
"1 de marzo","16769","21","42","2","3"
"2 de marzo","8063","15","21","-1","0"
"3 de marzo","8204","10","27","0","2"
"4 de marzo","9639","11","20","3","0"
"5 de marzo","23844","26","36","2","4"
"6 de marzo","34374","37","38","3","6"
"7 de marzo","21350","35","29","2","6"
"8 de marzo","32479","33","57","3","5"
"9 de marzo","26506","30","55","6","6"
"10 de marzo","20071","24","34","3","2"
"11 de marzo","28558","32","60","1","3"
"12 de marzo","17254","22","29","4","0"